Микро_Зона_ID;Координата_Старт;Координата_Конец;Родительский_3D_Узел;Букв_в_куске;Масса_Куска_(kDa);GC_Состав_%;Т_Плавления_(C);CpG_Островки_(шт);GC_Skew;AT_Skew;Индекс_Изгибаемости;Потенциал_Z_ДНК_%;Сродство_Нуклеосом_%;Жесткость_Точечная_(3-mer);Жесткость_Полувитка_(5-mer);Периодичность_Витка_(10-mer);Регуляторный_Профиль_(20-mer);Энергия_Деформации_(kT);Локальная_Гидрофобность;Микро_Заряд_Дебая
Zone_8726;58806696;58807717;Node_22;1021;"=""317.032""";"=""45.3""";"=""2968.0""";"=""8.0""";"=""0.1706""";"=""0.0143""";"=""0.0483""";"=""6.27""";"=""29.11""";"=""0.0474""";"=""0.0448""";"=""29.11""";"=""45.7""";"=""0.305""";"=""321.649""";"=""10.5804"""
Zone_8727;58807717;58808738;Node_22;1021;"=""316.152""";"=""43.4""";"=""2928.0""";"=""12.0""";"=""0.1016""";"=""-0.0588""";"=""0.0475""";"=""2.35""";"=""33.96""";"=""0.0467""";"=""0.0448""";"=""33.96""";"=""43.54""";"=""0.304""";"=""321.324""";"=""10.551"""
Zone_8728;58808738;58809759;Node_22;1021;"=""315.93""";"=""44.2""";"=""2944.0""";"=""12.0""";"=""0.0288""";"=""0.1018""";"=""0.047""";"=""5.48""";"=""32.97""";"=""0.0462""";"=""0.0442""";"=""32.97""";"=""44.12""";"=""0.312""";"=""321.105""";"=""10.5436"""
Zone_8729;58809759;58810780;Node_22;1021;"=""315.703""";"=""46.1""";"=""2984.0""";"=""6.0""";"=""0.0531""";"=""-0.0873""";"=""0.0491""";"=""3.92""";"=""29.41""";"=""0.0482""";"=""0.0451""";"=""29.41""";"=""45.83""";"=""0.302""";"=""321.983""";"=""10.536"""
Zone_8730;58810780;58811801;Node_22;1021;"=""316.375""";"=""44.7""";"=""2954.0""";"=""6.0""";"=""0.114""";"=""-0.0301""";"=""0.0483""";"=""1.96""";"=""31.19""";"=""0.0473""";"=""0.0448""";"=""31.19""";"=""44.71""";"=""0.305""";"=""321.601""";"=""10.5585"""
Zone_8731;58811801;58812822;Node_22;1021;"=""317.456""";"=""42.1""";"=""2902.0""";"=""4.0""";"=""0.2186""";"=""0.066""";"=""0.0485""";"=""3.92""";"=""34.06""";"=""0.0476""";"=""0.0451""";"=""34.06""";"=""42.01""";"=""0.302""";"=""321.718""";"=""10.5945"""
Zone_8732;58812822;58813843;Node_22;1021;"=""315.464""";"=""46.2""";"=""2986.0""";"=""7.0""";"=""0.0042""";"=""0.0018""";"=""0.0491""";"=""7.05""";"=""29.11""";"=""0.048""";"=""0.0452""";"=""29.11""";"=""46.39""";"=""0.301""";"=""321.921""";"=""10.5281"""
Zone_8733;58813843;58814864;Node_22;1021;"=""316.838""";"=""59.5""";"=""3256.0""";"=""45.0""";"=""0.1203""";"=""-0.058""";"=""0.0533""";"=""7.05""";"=""17.72""";"=""0.052""";"=""0.0451""";"=""17.72""";"=""59.54""";"=""0.302""";"=""323.696""";"=""10.5739"""
Zone_8734;58814864;58815885;Node_22;1021;"=""315.269""";"=""56.3""";"=""3192.0""";"=""49.0""";"=""-0.033""";"=""0.0897""";"=""0.052""";"=""4.7""";"=""20.89""";"=""0.051""";"=""0.0454""";"=""20.89""";"=""56.65""";"=""0.298""";"=""323.245""";"=""10.5216"""
Zone_8735;58815885;58816906;Node_22;1021;"=""315.577""";"=""54.9""";"=""3164.0""";"=""58.0""";"=""0.0053""";"=""0.0261""";"=""0.0515""";"=""9.01""";"=""22.18""";"=""0.0503""";"=""0.0451""";"=""22.18""";"=""54.89""";"=""0.302""";"=""322.955""";"=""10.5318"""
Zone_8736;58816906;58817927;Node_22;1021;"=""316.443""";"=""41.9""";"=""2898.0""";"=""6.0""";"=""0.0794""";"=""0.1366""";"=""0.0474""";"=""3.13""";"=""35.54""";"=""0.0465""";"=""0.0448""";"=""35.54""";"=""41.72""";"=""0.305""";"=""321.24""";"=""10.5607"""
Zone_8737;58817927;58818948;Node_22;1021;"=""315.226""";"=""38.4""";"=""2826.0""";"=""4.0""";"=""0.0051""";"=""-0.0684""";"=""0.047""";"=""5.09""";"=""38.71""";"=""0.0462""";"=""0.0451""";"=""38.71""";"=""38.55""";"=""0.301""";"=""321.125""";"=""10.5201"""
Zone_8738;58818948;58819969;Node_22;1021;"=""315.391""";"=""40.2""";"=""2862.0""";"=""9.0""";"=""-0.0244""";"=""0.0736""";"=""0.0467""";"=""1.96""";"=""37.03""";"=""0.0455""";"=""0.045""";"=""37.03""";"=""40.13""";"=""0.302""";"=""320.807""";"=""10.5256"""
Zone_8739;58819969;58820990;Node_22;1021;"=""313.228""";"=""46.6""";"=""2994.0""";"=""16.0""";"=""-0.1891""";"=""-0.1596""";"=""0.0487""";"=""6.66""";"=""30.89""";"=""0.0476""";"=""0.0445""";"=""30.89""";"=""46.61""";"=""0.308""";"=""321.757""";"=""10.4534"""
Zone_8740;58820990;58822011;Node_22;1021;"=""317.416""";"=""41.6""";"=""2892.0""";"=""7.0""";"=""0.2141""";"=""0.0738""";"=""0.0475""";"=""2.35""";"=""35.54""";"=""0.0466""";"=""0.0449""";"=""35.54""";"=""41.43""";"=""0.304""";"=""321.276""";"=""10.5932"""
Zone_8741;58822011;58823032;Node_22;1021;"=""316.088""";"=""42.5""";"=""2910.0""";"=""5.0""";"=""0.0922""";"=""-0.0426""";"=""0.0476""";"=""2.74""";"=""33.56""";"=""0.0468""";"=""0.045""";"=""33.56""";"=""42.57""";"=""0.303""";"=""321.373""";"=""10.5489"""
Zone_8742;58823032;58824053;Node_22;1021;"=""315.299""";"=""42.0""";"=""2900.0""";"=""5.0""";"=""0.021""";"=""-0.1047""";"=""0.0479""";"=""2.74""";"=""33.56""";"=""0.0469""";"=""0.0448""";"=""33.56""";"=""42.1""";"=""0.304""";"=""321.441""";"=""10.5226"""
Zone_8743;58824053;58825074;Node_22;1021;"=""316.429""";"=""46.0""";"=""2982.0""";"=""7.0""";"=""0.0936""";"=""0.0526""";"=""0.0494""";"=""3.13""";"=""28.42""";"=""0.0482""";"=""0.0451""";"=""28.42""";"=""46.08""";"=""0.302""";"=""322.023""";"=""10.5603"""
Zone_8744;58825074;58826095;Node_22;1021;"=""313.682""";"=""44.8""";"=""2956.0""";"=""12.0""";"=""-0.1379""";"=""-0.1844""";"=""0.0475""";"=""3.92""";"=""32.87""";"=""0.0467""";"=""0.0442""";"=""32.87""";"=""44.8""";"=""0.311""";"=""321.329""";"=""10.4686"""
Zone_8745;58826095;58827116;Node_22;1021;"=""315.575""";"=""37.8""";"=""2814.0""";"=""3.0""";"=""0.0518""";"=""-0.0709""";"=""0.0467""";"=""2.35""";"=""38.42""";"=""0.0459""";"=""0.045""";"=""38.42""";"=""37.79""";"=""0.303""";"=""320.988""";"=""10.5318"""
Zone_8746;58827116;58828137;Node_22;1021;"=""316.457""";"=""31.9""";"=""2694.0""";"=""3.0""";"=""0.092""";"=""0.1626""";"=""0.0439""";"=""1.18""";"=""47.13""";"=""0.0433""";"=""0.0447""";"=""47.13""";"=""31.65""";"=""0.306""";"=""319.817""";"=""10.5612"""
Zone_8747;58828137;58829158;Node_22;1021;"=""314.668""";"=""44.9""";"=""2958.0""";"=""3.0""";"=""-0.0699""";"=""-0.0409""";"=""0.0485""";"=""4.7""";"=""30.59""";"=""0.0476""";"=""0.0451""";"=""30.59""";"=""44.58""";"=""0.302""";"=""321.744""";"=""10.5015"""
Zone_8748;58829158;58830179;Node_22;1021;"=""317.14""";"=""37.9""";"=""2816.0""";"=""2.0""";"=""0.1938""";"=""0.0915""";"=""0.0462""";"=""4.31""";"=""38.91""";"=""0.0455""";"=""0.0446""";"=""38.91""";"=""37.77""";"=""0.306""";"=""320.787""";"=""10.584"""
Zone_8749;58830179;58831200;Node_22;1021;"=""316.224""";"=""38.5""";"=""2828.0""";"=""4.0""";"=""0.0992""";"=""0.0223""";"=""0.047""";"=""3.53""";"=""37.62""";"=""0.0463""";"=""0.0449""";"=""37.62""";"=""38.48""";"=""0.304""";"=""321.172""";"=""10.5534"""
Zone_8750;58831200;58832221;Node_22;1021;"=""314.953""";"=""35.7""";"=""2770.0""";"=""5.0""";"=""-0.0659""";"=""0.0228""";"=""0.0457""";"=""1.96""";"=""42.48""";"=""0.0452""";"=""0.0446""";"=""42.48""";"=""35.2""";"=""0.307""";"=""320.641""";"=""10.511"""
Zone_8751;58832221;58833242;Node_22;1021;"=""316.641""";"=""45.5""";"=""2972.0""";"=""6.0""";"=""0.1355""";"=""-0.0144""";"=""0.0494""";"=""2.74""";"=""31.09""";"=""0.0485""";"=""0.0452""";"=""31.09""";"=""45.45""";"=""0.301""";"=""322.146""";"=""10.5673"""
Zone_8752;58833242;58834263;Node_22;1021;"=""315.39""";"=""48.4""";"=""3030.0""";"=""5.0""";"=""-0.0081""";"=""0.0171""";"=""0.0493""";"=""2.74""";"=""27.43""";"=""0.0483""";"=""0.0451""";"=""27.43""";"=""48.37""";"=""0.301""";"=""322.032""";"=""10.5256"""
Zone_8753;58834263;58835284;Node_22;1021;"=""314.877""";"=""45.3""";"=""2968.0""";"=""6.0""";"=""-0.0454""";"=""-0.0466""";"=""0.049""";"=""3.53""";"=""30.79""";"=""0.0481""";"=""0.0451""";"=""30.79""";"=""45.27""";"=""0.301""";"=""321.941""";"=""10.5085"""
Zone_8754;58835284;58836305;Node_22;1021;"=""315.826""";"=""48.2""";"=""3026.0""";"=""6.0""";"=""0.0691""";"=""-0.1191""";"=""0.0496""";"=""3.92""";"=""27.92""";"=""0.0485""";"=""0.045""";"=""27.92""";"=""48.41""";"=""0.302""";"=""322.144""";"=""10.5401"""
Zone_8755;58836305;58837326;Node_22;1021;"=""314.553""";"=""46.4""";"=""2990.0""";"=""6.0""";"=""-0.0549""";"=""-0.1408""";"=""0.0493""";"=""3.13""";"=""28.91""";"=""0.0483""";"=""0.0449""";"=""28.91""";"=""46.58""";"=""0.303""";"=""322.029""";"=""10.4977"""
Zone_8756;58837326;58838347;Node_22;1021;"=""314.013""";"=""46.6""";"=""2994.0""";"=""1.0""";"=""-0.0924""";"=""-0.2147""";"=""0.0491""";"=""4.7""";"=""29.41""";"=""0.0482""";"=""0.045""";"=""29.41""";"=""46.44""";"=""0.303""";"=""321.994""";"=""10.4797"""
Zone_8757;58838347;58839368;Node_22;1021;"=""316.099""";"=""35.6""";"=""2768.0""";"=""5.0""";"=""0.0799""";"=""0.0517""";"=""0.0452""";"=""2.74""";"=""42.77""";"=""0.0446""";"=""0.0447""";"=""42.77""";"=""35.43""";"=""0.306""";"=""320.403""";"=""10.5493"""
Zone_8758;58839368;58840389;Node_22;1021;"=""315.467""";"=""43.8""";"=""2936.0""";"=""7.0""";"=""0.0067""";"=""0.0""";"=""0.0486""";"=""4.7""";"=""32.48""";"=""0.0478""";"=""0.0448""";"=""32.48""";"=""44.2""";"=""0.305""";"=""321.826""";"=""10.5282"""
Zone_8759;58840389;58841410;Node_22;1021;"=""316.198""";"=""44.6""";"=""2952.0""";"=""6.0""";"=""0.1033""";"=""-0.0601""";"=""0.0486""";"=""3.13""";"=""32.18""";"=""0.0477""";"=""0.045""";"=""32.18""";"=""44.72""";"=""0.303""";"=""321.797""";"=""10.5526"""
Zone_8760;58841410;58842431;Node_22;1021;"=""315.569""";"=""47.6""";"=""3014.0""";"=""4.0""";"=""0.0123""";"=""0.0093""";"=""0.0495""";"=""3.13""";"=""28.12""";"=""0.0484""";"=""0.045""";"=""28.12""";"=""47.72""";"=""0.303""";"=""322.085""";"=""10.5316"""
Zone_8761;58842431;58843452;Node_22;1021;"=""315.164""";"=""39.9""";"=""2856.0""";"=""4.0""";"=""0.0025""";"=""-0.0879""";"=""0.0464""";"=""2.35""";"=""35.94""";"=""0.0456""";"=""0.0447""";"=""35.94""";"=""39.85""";"=""0.305""";"=""320.814""";"=""10.5181"""
Zone_8762;58843452;58844473;Node_22;1021;"=""314.76""";"=""40.0""";"=""2858.0""";"=""6.0""";"=""-0.0245""";"=""-0.155""";"=""0.0458""";"=""2.35""";"=""38.02""";"=""0.0449""";"=""0.0437""";"=""38.02""";"=""40.21""";"=""0.317""";"=""320.533""";"=""10.5046"""
Zone_8763;58844473;58845494;Node_22;1021;"=""315.399""";"=""38.1""";"=""2820.0""";"=""4.0""";"=""0.0386""";"=""-0.0981""";"=""0.0466""";"=""3.53""";"=""39.5""";"=""0.0459""";"=""0.0449""";"=""39.5""";"=""37.96""";"=""0.303""";"=""320.955""";"=""10.5259"""
Zone_8764;58845494;58846515;Node_22;1021;"=""315.296""";"=""41.7""";"=""2894.0""";"=""10.0""";"=""0.0141""";"=""-0.0824""";"=""0.0474""";"=""4.31""";"=""35.35""";"=""0.0465""";"=""0.0449""";"=""35.35""";"=""42.07""";"=""0.304""";"=""321.225""";"=""10.5225"""
Zone_8765;58846515;58847536;Node_22;1021;"=""315.322""";"=""45.0""";"=""2960.0""";"=""11.0""";"=""-0.0109""";"=""0.0036""";"=""0.0487""";"=""3.13""";"=""30.5""";"=""0.0479""";"=""0.0447""";"=""30.5""";"=""45.12""";"=""0.306""";"=""321.877""";"=""10.5233"""
Zone_8766;58847536;58848557;Node_22;1021;"=""315.487""";"=""37.2""";"=""2802.0""";"=""4.0""";"=""0.0""";"=""0.039""";"=""0.0463""";"=""3.92""";"=""41.39""";"=""0.0455""";"=""0.0449""";"=""41.39""";"=""37.4""";"=""0.304""";"=""320.767""";"=""10.5288"""
Zone_8767;58848557;58849578;Node_22;1021;"=""314.829""";"=""50.0""";"=""3064.0""";"=""11.0""";"=""-0.0411""";"=""-0.0824""";"=""0.0503""";"=""4.7""";"=""24.95""";"=""0.049""";"=""0.045""";"=""24.95""";"=""49.94""";"=""0.303""";"=""322.361""";"=""10.5069"""
Zone_8768;58849578;58850599;Node_22;1021;"=""314.179""";"=""41.0""";"=""2880.0""";"=""3.0""";"=""-0.1265""";"=""-0.0565""";"=""0.0472""";"=""5.88""";"=""35.94""";"=""0.0464""";"=""0.0448""";"=""35.94""";"=""40.98""";"=""0.304""";"=""321.176""";"=""10.4852"""
Zone_8769;58850599;58851620;Node_22;1021;"=""315.52""";"=""38.5""";"=""2828.0""";"=""3.0""";"=""0.0636""";"=""-0.1274""";"=""0.0448""";"=""5.09""";"=""39.41""";"=""0.0443""";"=""0.0437""";"=""39.41""";"=""38.47""";"=""0.317""";"=""320.255""";"=""10.5299"""
Zone_8770;58851620;58852641;Node_22;1021;"=""316.624""";"=""40.7""";"=""2874.0""";"=""5.0""";"=""0.1442""";"=""0.0116""";"=""0.0475""";"=""3.53""";"=""35.45""";"=""0.0467""";"=""0.0449""";"=""35.45""";"=""40.68""";"=""0.303""";"=""321.335""";"=""10.5668"""
Zone_8771;58852641;58853662;Node_22;1021;"=""316.273""";"=""48.5""";"=""3032.0""";"=""12.0""";"=""0.0869""";"=""-0.0076""";"=""0.0484""";"=""1.57""";"=""26.04""";"=""0.0476""";"=""0.0452""";"=""26.04""";"=""48.66""";"=""0.301""";"=""321.724""";"=""10.5551"""
Zone_8772;58853662;58854683;Node_22;1021;"=""315.538""";"=""43.4""";"=""2928.0""";"=""8.0""";"=""0.0384""";"=""-0.0796""";"=""0.0485""";"=""1.96""";"=""32.67""";"=""0.0476""";"=""0.0448""";"=""32.67""";"=""43.32""";"=""0.305""";"=""321.727""";"=""10.5305"""
Zone_8773;58854683;58855704;Node_22;1021;"=""315.141""";"=""45.2""";"=""2966.0""";"=""10.0""";"=""-0.0173""";"=""-0.0447""";"=""0.048""";"=""3.53""";"=""31.29""";"=""0.0471""";"=""0.0447""";"=""31.29""";"=""45.4""";"=""0.305""";"=""321.492""";"=""10.5173"""
Zone_8774;58855704;58856725;Node_22;1021;"=""315.223""";"=""43.8""";"=""2936.0""";"=""5.0""";"=""0.0157""";"=""-0.1254""";"=""0.0478""";"=""3.92""";"=""32.97""";"=""0.0468""";"=""0.0443""";"=""32.97""";"=""43.77""";"=""0.31""";"=""321.397""";"=""10.52"""
Zone_8775;58856725;58857746;Node_22;1021;"=""316.097""";"=""38.6""";"=""2830.0""";"=""5.0""";"=""0.0914""";"=""-0.0016""";"=""0.0468""";"=""2.74""";"=""38.61""";"=""0.0462""";"=""0.0448""";"=""38.61""";"=""38.3""";"=""0.304""";"=""321.09""";"=""10.5492"""
Zone_8776;58857746;58858767;Node_22;1021;"=""314.875""";"=""47.8""";"=""3018.0""";"=""3.0""";"=""-0.0533""";"=""-0.0131""";"=""0.0495""";"=""4.7""";"=""27.13""";"=""0.0484""";"=""0.0449""";"=""27.13""";"=""47.9""";"=""0.303""";"=""322.093""";"=""10.5084"""
Zone_8777;58858767;58859788;Node_22;1021;"=""316.155""";"=""41.4""";"=""2888.0""";"=""5.0""";"=""0.078""";"=""0.0368""";"=""0.0471""";"=""5.09""";"=""34.46""";"=""0.0463""";"=""0.0451""";"=""34.46""";"=""41.16""";"=""0.301""";"=""321.161""";"=""10.5511"""
Zone_8778;58859788;58860809;Node_22;1021;"=""314.174""";"=""48.3""";"=""3028.0""";"=""6.0""";"=""-0.14""";"=""0.053""";"=""0.0494""";"=""2.35""";"=""26.83""";"=""0.0484""";"=""0.0453""";"=""26.83""";"=""48.51""";"=""0.299""";"=""322.107""";"=""10.485"""
Zone_8779;58860809;58861830;Node_22;1021;"=""318.617""";"=""45.7""";"=""2976.0""";"=""2.0""";"=""0.3019""";"=""0.1516""";"=""0.0484""";"=""3.13""";"=""28.51""";"=""0.0476""";"=""0.0451""";"=""28.51""";"=""45.53""";"=""0.302""";"=""321.751""";"=""10.6333"""
Zone_8780;58861830;58862851;Node_22;1021;"=""314.118""";"=""42.5""";"=""2910.0""";"=""8.0""";"=""-0.1336""";"=""-0.046""";"=""0.048""";"=""2.74""";"=""32.38""";"=""0.0469""";"=""0.0451""";"=""32.38""";"=""42.44""";"=""0.302""";"=""321.408""";"=""10.4831"""
Zone_8781;58862851;58863872;Node_22;1021;"=""315.73""";"=""37.6""";"=""2810.0""";"=""1.0""";"=""0.0677""";"=""-0.0581""";"=""0.0463""";"=""4.7""";"=""39.7""";"=""0.0454""";"=""0.0446""";"=""39.7""";"=""37.41""";"=""0.307""";"=""320.73""";"=""10.5369"""
Zone_8782;58863872;58864893;Node_22;1021;"=""315.172""";"=""37.4""";"=""2806.0""";"=""1.0""";"=""0.0""";"=""-0.0704""";"=""0.0469""";"=""2.35""";"=""41.19""";"=""0.0462""";"=""0.0449""";"=""41.19""";"=""37.47""";"=""0.303""";"=""321.123""";"=""10.5183"""
Zone_8783;58864893;58865914;Node_22;1021;"=""315.532""";"=""43.7""";"=""2934.0""";"=""3.0""";"=""0.0448""";"=""-0.1061""";"=""0.0486""";"=""5.09""";"=""31.58""";"=""0.0476""";"=""0.0449""";"=""31.58""";"=""43.8""";"=""0.304""";"=""321.751""";"=""10.5303"""
Zone_8784;58865914;58866935;Node_22;1021;"=""314.797""";"=""40.5""";"=""2870.0""";"=""8.0""";"=""-0.0483""";"=""-0.0708""";"=""0.0477""";"=""4.7""";"=""36.93""";"=""0.0468""";"=""0.0452""";"=""36.93""";"=""40.32""";"=""0.3""";"=""321.355""";"=""10.5058"""
Zone_8785;58866935;58867956;Node_22;1021;"=""315.002""";"=""28.4""";"=""2622.0""";"=""4.0""";"=""0.0483""";"=""-0.1847""";"=""0.0427""";"=""5.09""";"=""51.39""";"=""0.0422""";"=""0.0445""";"=""51.39""";"=""28.28""";"=""0.308""";"=""319.291""";"=""10.5126"""
Zone_8786;58867956;58868977;Node_22;1021;"=""314.396""";"=""33.3""";"=""2722.0""";"=""6.0""";"=""-0.1176""";"=""-0.0514""";"=""0.0449""";"=""3.53""";"=""44.65""";"=""0.0443""";"=""0.045""";"=""44.65""";"=""33.53""";"=""0.302""";"=""320.255""";"=""10.4924"""
Zone_8787;58868977;58869998;Node_22;1021;"=""315.346""";"=""39.6""";"=""2850.0""";"=""7.0""";"=""-0.0099""";"=""0.0146""";"=""0.0476""";"=""3.13""";"=""36.63""";"=""0.0466""";"=""0.0449""";"=""36.63""";"=""39.61""";"=""0.304""";"=""321.282""";"=""10.5241"""
Zone_8788;58869998;58871019;Node_22;1021;"=""315.684""";"=""46.1""";"=""2984.0""";"=""4.0""";"=""0.0616""";"=""-0.1273""";"=""0.0496""";"=""2.35""";"=""28.61""";"=""0.0486""";"=""0.0452""";"=""28.61""";"=""46.42""";"=""0.301""";"=""322.18""";"=""10.5354"""
Zone_8789;58871019;58872040;Node_22;1021;"=""315.329""";"=""39.7""";"=""2852.0""";"=""3.0""";"=""0.0074""";"=""-0.0422""";"=""0.047""";"=""4.31""";"=""35.74""";"=""0.0462""";"=""0.0449""";"=""35.74""";"=""39.81""";"=""0.304""";"=""321.114""";"=""10.5236"""
Zone_8790;58872040;58873061;Node_22;1021;"=""313.355""";"=""47.1""";"=""3004.0""";"=""17.0""";"=""-0.1933""";"=""-0.0852""";"=""0.0488""";"=""1.18""";"=""28.51""";"=""0.0478""";"=""0.0448""";"=""28.51""";"=""47.24""";"=""0.305""";"=""321.808""";"=""10.4577"""
Zone_8791;58873061;58874082;Node_22;1021;"=""312.335""";"=""45.3""";"=""2968.0""";"=""6.0""";"=""-0.3002""";"=""-0.1183""";"=""0.0489""";"=""2.74""";"=""30.3""";"=""0.048""";"=""0.0447""";"=""30.3""";"=""45.73""";"=""0.306""";"=""321.897""";"=""10.4236"""
Zone_8792;58874082;58875103;Node_22;1021;"=""315.872""";"=""44.8""";"=""2956.0""";"=""5.0""";"=""0.0503""";"=""0.0""";"=""0.0489""";"=""3.53""";"=""29.7""";"=""0.0479""";"=""0.045""";"=""29.7""";"=""45.02""";"=""0.303""";"=""321.892""";"=""10.5417"""
Zone_8793;58875103;58876124;Node_22;1021;"=""316.373""";"=""43.1""";"=""2922.0""";"=""10.0""";"=""0.1136""";"=""-0.012""";"=""0.0483""";"=""3.13""";"=""32.97""";"=""0.0472""";"=""0.0451""";"=""32.97""";"=""42.98""";"=""0.302""";"=""321.57""";"=""10.5584"""
Zone_8794;58876124;58877145;Node_22;1021;"=""315.839""";"=""39.8""";"=""2854.0""";"=""6.0""";"=""0.0739""";"=""-0.0537""";"=""0.0469""";"=""3.92""";"=""37.62""";"=""0.0461""";"=""0.0449""";"=""37.62""";"=""39.76""";"=""0.304""";"=""321.07""";"=""10.5406"""
Zone_8795;58877145;58878166;Node_22;1021;"=""314.919""";"=""37.1""";"=""2800.0""";"=""7.0""";"=""-0.029""";"=""-0.081""";"=""0.0469""";"=""3.92""";"=""40.1""";"=""0.0462""";"=""0.0449""";"=""40.1""";"=""37.15""";"=""0.304""";"=""321.086""";"=""10.5099"""
Zone_8796;58878166;58879187;Node_22;1021;"=""316.039""";"=""38.8""";"=""2834.0""";"=""2.0""";"=""0.0505""";"=""0.0912""";"=""0.0476""";"=""1.18""";"=""37.13""";"=""0.0469""";"=""0.045""";"=""37.13""";"=""38.92""";"=""0.303""";"=""321.441""";"=""10.5473"""
Zone_8797;58879187;58880208;Node_22;1021;"=""315.975""";"=""35.4""";"=""2764.0""";"=""5.0""";"=""0.0471""";"=""0.0909""";"=""0.0452""";"=""1.57""";"=""42.38""";"=""0.0444""";"=""0.0444""";"=""42.38""";"=""34.97""";"=""0.309""";"=""320.303""";"=""10.5451"""
Zone_8798;58880208;58881229;Node_22;1021;"=""316.122""";"=""40.8""";"=""2876.0""";"=""6.0""";"=""0.0647""";"=""0.0695""";"=""0.0479""";"=""5.09""";"=""36.34""";"=""0.047""";"=""0.0449""";"=""36.34""";"=""40.83""";"=""0.304""";"=""321.466""";"=""10.55"""
Zone_8799;58881229;58882250;Node_22;1021;"=""316.034""";"=""48.0""";"=""3022.0""";"=""7.0""";"=""0.0531""";"=""0.0358""";"=""0.0502""";"=""7.05""";"=""27.82""";"=""0.0489""";"=""0.0451""";"=""27.82""";"=""48.14""";"=""0.301""";"=""322.337""";"=""10.5471"""
Zone_8800;58882250;58883271;Node_22;1021;"=""315.733""";"=""48.1""";"=""3024.0""";"=""14.0""";"=""0.0346""";"=""-0.0151""";"=""0.049""";"=""6.27""";"=""27.03""";"=""0.0481""";"=""0.045""";"=""27.03""";"=""47.91""";"=""0.303""";"=""321.954""";"=""10.537"""
Zone_8801;58883271;58884292;Node_22;1021;"=""316.655""";"=""45.0""";"=""2960.0""";"=""15.0""";"=""0.1068""";"=""0.1032""";"=""0.0488""";"=""2.74""";"=""30.2""";"=""0.0478""";"=""0.0449""";"=""30.2""";"=""44.92""";"=""0.303""";"=""321.828""";"=""10.5678"""
Zone_8802;58884292;58885313;Node_22;1021;"=""314.902""";"=""46.5""";"=""2992.0""";"=""5.0""";"=""-0.0526""";"=""-0.0073""";"=""0.05""";"=""3.92""";"=""30.0""";"=""0.0489""";"=""0.0451""";"=""30.0""";"=""46.28""";"=""0.302""";"=""322.339""";"=""10.5093"""
Zone_8803;58885313;58886334;Node_22;1021;"=""314.112""";"=""45.3""";"=""2968.0""";"=""12.0""";"=""-0.1231""";"=""-0.0645""";"=""0.0478""";"=""4.31""";"=""31.49""";"=""0.0467""";"=""0.045""";"=""31.49""";"=""45.57""";"=""0.303""";"=""321.331""";"=""10.4829"""
Zone_8804;58886334;58887355;Node_22;1021;"=""314.239""";"=""46.7""";"=""2996.0""";"=""5.0""";"=""-0.1069""";"=""-0.0662""";"=""0.0494""";"=""3.92""";"=""29.8""";"=""0.0484""";"=""0.0449""";"=""29.8""";"=""46.78""";"=""0.303""";"=""322.08""";"=""10.4872"""
Zone_8805;58887355;58888376;Node_22;1021;"=""314.804""";"=""45.5""";"=""2972.0""";"=""6.0""";"=""-0.0667""";"=""0.0036""";"=""0.0487""";"=""3.53""";"=""30.2""";"=""0.0478""";"=""0.0448""";"=""30.2""";"=""45.84""";"=""0.305""";"=""321.844""";"=""10.506"""
Zone_8806;58888376;58889397;Node_22;1021;"=""313.299""";"=""47.9""";"=""3020.0""";"=""28.0""";"=""-0.1779""";"=""-0.1617""";"=""0.0482""";"=""3.13""";"=""28.22""";"=""0.0472""";"=""0.0437""";"=""28.22""";"=""47.98""";"=""0.317""";"=""321.539""";"=""10.4558"""
Zone_8807;58889397;58890418;Node_22;1021;"=""315.231""";"=""45.1""";"=""2962.0""";"=""6.0""";"=""0.013""";"=""-0.1194""";"=""0.049""";"=""5.09""";"=""28.71""";"=""0.048""";"=""0.0451""";"=""28.71""";"=""45.19""";"=""0.302""";"=""321.928""";"=""10.5203"""
Zone_8808;58890418;58891439;Node_22;1021;"=""314.602""";"=""49.4""";"=""3050.0""";"=""10.0""";"=""-0.0714""";"=""-0.0484""";"=""0.0499""";"=""4.7""";"=""25.94""";"=""0.0488""";"=""0.045""";"=""25.94""";"=""49.09""";"=""0.302""";"=""322.259""";"=""10.4993"""
Zone_8809;58891439;58892460;Node_22;1021;"=""316.876""";"=""39.0""";"=""2838.0""";"=""2.0""";"=""0.1608""";"=""0.0754""";"=""0.0472""";"=""4.31""";"=""37.82""";"=""0.0464""";"=""0.0448""";"=""37.82""";"=""39.19""";"=""0.304""";"=""321.176""";"=""10.5752"""
Zone_8810;58892460;58893481;Node_22;1021;"=""317.395""";"=""45.5""";"=""2972.0""";"=""8.0""";"=""0.1914""";"=""0.0791""";"=""0.0489""";"=""4.7""";"=""31.49""";"=""0.0479""";"=""0.0451""";"=""31.49""";"=""45.47""";"=""0.302""";"=""321.877""";"=""10.5925"""
Zone_8811;58893481;58894502;Node_22;1021;"=""315.683""";"=""51.3""";"=""3090.0""";"=""16.0""";"=""0.0344""";"=""-0.0543""";"=""0.0509""";"=""5.48""";"=""24.95""";"=""0.0499""";"=""0.045""";"=""24.95""";"=""50.95""";"=""0.302""";"=""322.752""";"=""10.5354"""
